name,domains,web_pages,country,alpha_two_code,state-province
Universität Lüneburg,['uni-lueneburg.de'],['http://www.uni-lueneburg.de/'],Germany,DE,
Otto-von-Guericke Universität Magdeburg,['uni-magdeburg.de'],['http://www.uni-magdeburg.de/'],Germany,DE,
Johannes-Gutenberg Universität Mainz,['uni-mainz.de'],['http://www.uni-mainz.de/'],Germany,DE,
Universität Mannheim,['uni-mannheim.de'],['http://www.uni-mannheim.de/'],Germany,DE,
Phillips-Universität Marburg,['uni-marburg.de'],['http://www.uni-marburg.de/'],Germany,DE,
Ludwig-Maximilians-Universität München,"['lmu.de', 'uni-muenchen.de']","['http://www.lmu.de/', 'http://www.uni-muenchen.de/']",Germany,DE,
Westfälische Wilhelms-Universität Münster,"['uni-muenster.de', 'wwu.de']","['http://www.uni-muenster.de/', 'http://www.wwu.de/']",Germany,DE,
Carl von Ossietzky Universität Oldenburg,"['uol.de', 'uni-oldenburg.de']","['https://uol.de/', 'https://www.uni-oldenburg.de/']",Germany,DE,
Universität Osnabrück,['uni-osnabrueck.de'],['http://www.uni-osnabrueck.de/'],Germany,DE,
Universität Paderborn,['uni-paderborn.de'],['http://www.uni-paderborn.de/'],Germany,DE,
Universität Passau,['uni-passau.de'],['http://www.uni-passau.de/'],Germany,DE,
Universität Potsdam,['uni-potsdam.de'],['http://www.uni-potsdam.de/'],Germany,DE,
Universität Regensburg,['uni-regensburg.de'],['http://www.uni-regensburg.de/'],Germany,DE,
Universität Rostock,['uni-rostock.de'],['http://www.uni-rostock.de/'],Germany,DE,
Universität des Saarlandes,['uni-saarland.de'],['http://www.uni-saarland.de/'],Germany,DE,
Universität Siegen,['uni-siegen.de'],['http://www.uni-siegen.de/'],Germany,DE,
Universität Stuttgart,['uni-stuttgart.de'],['http://www.uni-stuttgart.de/'],Germany,DE,
Universität Trier,['uni-trier.de'],['http://www.uni-trier.de/'],Germany,DE,
Eberhard-Karls-Universität Tübingen,['uni-tuebingen.de'],['http://www.uni-tuebingen.de/'],Germany,DE,
Universität Ulm,['uni-ulm.de'],['http://www.uni-ulm.de/'],Germany,DE,
Hochschule Vechta,['uni-vechta.de'],['http://www.uni-vechta.de/'],Germany,DE,
Bauhaus Universität Weimar,['uni-weimar.de'],['http://www.uni-weimar.de/'],Germany,DE,
Private Universität Witten/Herdecke,['uni-wh.de'],['http://www.uni-wh.de/'],Germany,DE,
Bayerische Julius-Maximilians-Universität Würzburg,['uni-wuerzburg.de'],['http://www.uni-wuerzburg.de/'],Germany,DE,
Bergische Universität Gesamthochschule Wuppertal,['uni-wuppertal.de'],['http://www.uni-wuppertal.de/'],Germany,DE,
WHU – Otto Beisheim School of Management,"['whu-koblenz.de', 'whu.edu']",['https://www.whu.edu/'],Germany,DE,
American College of Greece,['acg.gr'],['https://www.acg.edu/'],Greece,GR,Attica
American College of Thessaloniki,['act.edu'],['https://www.act.edu/'],Greece,GR,Macedonia
Aegean University,['aegean.gr'],['https://www.aegean.gr/'],Greece,GR,Aegean Sea
School of Pedagogical and Technological Education - A.S.PAI.T.E.,['aspete.gr'],['https://www.aspete.gr/'],Greece,GR,Attica
Athens Graduate School of Management (AGSM),['agsm.gr'],['https://www.agsm.gr/'],Greece,GR,Attica
Athens Laboratory of Business Administration (ALBA),"['alba.edu.gr', 'alba.acg.edu']",['https://alba.acg.edu/'],Greece,GR,Attica
Athens School of Fine Arts,['asfa.gr'],['https://www.asfa.gr/'],Greece,GR,Attica
Agricultural University of Athens,['aua.gr'],['https://www.aua.gr/'],Greece,GR,Attica
Athens University of Economics and Business,['aueb.gr'],['https://www.aueb.gr/'],Greece,GR,Attica
Aristotle University of Thessaloniki,['auth.gr'],['https://www.auth.gr/'],Greece,GR,Macedonia
City University Athens,['cityu.gr'],['https://www.cityu.gr/'],Greece,GR,Attica
DEI Bachelor & Master Degrees,['dei.edu.gr'],['https://www.dei.edu.gr/'],Greece,GR,Macedonia
Dimocritus University of Thrace,['duth.gr'],['https://www.duth.gr/'],Greece,GR,Thrace
Hellenic Open University,['eap.gr'],['https://www.eap.gr/'],Greece,GR,
Harokopio University,['hua.gr'],['https://www.hua.gr/'],Greece,GR,Attica
International Hellenic University,"['ihu.gr', 'ihu.edu.gr']",['https://www.ihu.gr/'],Greece,GR,Macedonia
National Technical University of Athens,['ntua.gr'],['https://www.ntua.gr/'],Greece,GR,Attica
Panteios University of Economics and Political Sciences Athens,['panteion.gr'],['https://www.panteion.gr/'],Greece,GR,Attica
Hellenic Army Academy,"['sse.army.gr', 'sse.gr']",['https://sse.army.gr/'],Greece,GR,Attica
University of West Attica,['uniwa.gr'],['https://www.uniwa.gr/'],Greece,GR,Attica
Hellenic Mediterranean University,['hmu.gr'],['https://hmu.gr/'],Greece,GR,Crete
Technical University of Crete,['tuc.gr'],['https://www.tuc.gr/'],Greece,GR,Crete
Ionian University,['ionio.gr'],['https://ionio.gr/'],Greece,GR,Ionian Sea
University of Piraeus,['unipi.gr'],['https://www.unipi.gr/'],Greece,GR,Attica
University of Athens,['uoa.gr'],['https://www.uoa.gr/'],Greece,GR,Attica
University of Crete,['uoc.gr'],['https://www.uoc.gr/'],Greece,GR,Crete
University of Ioannina,['uoi.gr'],['https://www.uoi.gr/'],Greece,GR,Epirus
University of Macedonia,['uom.gr'],['https://www.uom.gr/'],Greece,GR,Macedonia
University of Peloponnese,['uop.gr'],['https://www.uop.gr/'],Greece,GR,Peloponnesus
University of Western Macedonia,['uowm.gr'],['https://www.uowm.gr/'],Greece,GR,Macedonia
University of Patras,['upatras.gr'],['https://www.upatras.gr/'],Greece,GR,Peloponnesus
University of Thessaly,['uth.gr'],['https://www.uth.gr/'],Greece,GR,Thessaly
Debrecen University of Agricultural Sciences,['agr.unideb.hu'],['http://www.agr.unideb.hu/'],Hungary,HU,
Andrassy Gyula German Speaking University Budapest,['andrassyuni.hu'],['http://www.andrassyuni.hu/'],Hungary,HU,
Hungarian Academy of Fine Arts Budapest,['arts7.hu'],['http://www.arts7.hu/'],Hungary,HU,
Avicenna International College,['avicenna.hu'],['http://www.avicenna.hu/'],Hungary,HU,
Dániel Berzsenyi Teacher Training College,['bdtf.hu'],['http://www.bdtf.hu/'],Hungary,HU,
Budapest University of Economic Sciences and Public Administration,['bke.hu'],['http://www.bke.hu/'],Hungary,HU,
Budapest University of Technology and Economics,['bme.hu'],['http://www.bme.hu/'],Hungary,HU,
Central European University,['ceu.hu'],['http://www.ceu.hu/'],Hungary,HU,
University Medical School of Debrecen,['dote.hu'],['http://www.dote.hu/'],Hungary,HU,
Reformed Theological Academy of Debrecen,['drk.hu'],['http://www.drk.hu/'],Hungary,HU,
College of Dunaujvaros,['duf.hu'],['http://www.duf.hu/'],Hungary,HU,
University of Sopron,['efe.hu'],['http://www.efe.hu/'],Hungary,HU,
Esztergom Theological College,['ehf.hu'],['http://www.ehf.hu/'],Hungary,HU,
Eötvös Lorand University,['elte.hu'],['http://www.elte.hu/'],Hungary,HU,
Academy of Drama and Film,['filmacademy.hu'],['http://www.filmacademy.hu/'],Hungary,HU,
Haynal Imre University of Health Sciences Budapest,['hiete.hu'],['http://www.hiete.hu/'],Hungary,HU,
Hungarian University of Physical Education,['hupe.hu'],['http://www.hupe.hu/'],Hungary,HU,
Janus Pannonius University,['jpte.hu'],['http://www.jpte.hu/'],Hungary,HU,
University of Horticulture and Food Industry,['kee.hu'],['http://www.kee.hu/'],Hungary,HU,
Károl Gáspár University of the Reformed Church,['kgre.hu'],['http://www.kgre.hu/'],Hungary,HU,
Kodolanyi Janos University College,['kodolanyi.hu'],['http://www.kodolanyi.hu/'],Hungary,HU,
Liszt Ferenc Academy of Music Budapest,['lfze.hu'],['http://www.lfze.hu/'],Hungary,HU,
Kossuth Lajos University,['lib.klte.hu'],['http://www.lib.klte.hu/'],Hungary,HU,
Hungarian Academy of Craft and Design,['mif.hu'],['http://www.mif.hu/'],Hungary,HU,
University of West Hungary,['nyme.hu'],['http://www.nyme.hu/'],Hungary,HU,
University Medical School of Pécs,['pote.hu'],['http://www.pote.hu/'],Hungary,HU,
Pázmány Péter Catholic University,['ppke.hu'],['http://www.ppke.hu/'],Hungary,HU,
University of Pecs,['pte.hu'],['http://www.pte.hu/'],Hungary,HU,
Semmelweis University of Medical Sciences,['sote.hu'],['http://www.sote.hu/'],Hungary,HU,
Séchenyi István University,['sze.hu'],['http://www.sze.hu/'],Hungary,HU,
Szent István University,['szie.hu'],['http://www.szie.hu/'],Hungary,HU,
Budapest Buddhist University,['tkbf.hu'],['http://www.tkbf.hu/'],Hungary,HU,
University of Debrecen,['unideb.hu'],['http://www.unideb.hu/'],Hungary,HU,
University of Miskolc,['uni-miskolc.hu'],['http://www.uni-miskolc.hu/'],Hungary,HU,
University of Pannonia,['uni-pannon.hu'],['http://www.uni-pannon.hu/'],Hungary,HU,
University of Veterinary Science,['univet.hu'],['http://www.univet.hu/'],Hungary,HU,
University of Szeged,['u-szeged.hu'],['http://www.u-szeged.hu/'],Hungary,HU,
Athlone Institute of Technology,['ait.ie'],['http://www.ait.ie/'],Ireland,IE,
Cork Institute of Technology,['cit.ie'],['http://www.cit.ie/'],Ireland,IE,
Dublin City University,['dcu.ie'],['http://www.dcu.ie/'],Ireland,IE,
Dublin Institute for Advanced Studies,['dias.ie'],['http://www.dias.ie/'],Ireland,IE,
Dublin Institute of Technology,['dit.ie'],['http://www.dit.ie/'],Ireland,IE,
Griffith College,['gcd.ie'],['http://www.gcd.ie/'],Ireland,IE,
Galway Mayo Institute of Technology,['gmit.ie'],['http://www.gmit.ie/'],Ireland,IE,
Irish International University (Distance Education),['iiuedu.ie'],['http://www.iiuedu.ie/'],Ireland,IE,
Carlow Institute of Technology,['itcarlow.ie'],['http://www.itcarlow.ie/'],Ireland,IE,
"Institue of Technology, Tralee",['ittralee.ie'],['http://www.ittralee.ie/'],Ireland,IE,
LSB College,['lsb.ie'],['http://www.lsb.ie/'],Ireland,IE,
"National University of Ireland, Maynooth",['may.ie'],['http://www.may.ie/'],Ireland,IE,
National College of Ireland,['ncirl.ie'],['http://www.ncirl.ie/'],Ireland,IE,
National University of Ireland,['nui.ie'],['http://www.nui.ie/'],Ireland,IE,
Royal College of Physicians of Ireland,['rcpi.ie'],['http://www.rcpi.ie/'],Ireland,IE,
Royal College of Surgeons,['rcsi.ie'],['http://www.rcsi.ie/'],Ireland,IE,
Shannon College of Hotel Management,['shannoncollege.com'],['http://www.shannoncollege.com/'],Ireland,IE,
Technological University of the Shannon,['tus.ie'],['https://tus.ie/'],Ireland,IE,Limerick
"University of Dublin, Trinity College",['tcd.ie'],['http://www.tcd.ie/'],Ireland,IE,
University College Cork,['ucc.ie'],['http://www.ucc.ie/'],Ireland,IE,
University College Dublin,"['ucd.ie', 'ucdconnect.ie']",['http://www.ucd.ie/'],Ireland,IE,
University of Galway,"['universityofgalway.ie', 'nuigalway.ie', 'ucg.ie']","['https://www.universityofgalway.ie/', 'https://www.nuigalway.ie/', 'http://www.ucg.ie/']",Ireland,IE,
University of Limerick,['ul.ie'],['http://www.ul.ie/'],Ireland,IE,
Waterford Institute Of Technology,['wit.ie'],['http://www.wit.ie/'],Ireland,IE,
Pontificia Università S. Tommaso,['angelicum.org'],['http://www.angelicum.org/'],Italy,IT,
Pontificio Ateneo Antonianum,['antonianum.ofm.org'],['http://www.antonianum.ofm.org/'],Italy,IT,
University of Modena,['casa.unimo.it'],['http://www.casa.unimo.it/'],Italy,IT,
Abdus Salam international centre for theoretical physics,['ictp.trieste.it'],['http://www.ictp.trieste.it/'],Italy,IT,
Institute for Advanced Studies Lucca,['imtlucca.it'],['http://www.imtlucca.it/'],Italy,IT,
University Institute of Architecture Venice,['iuav.unive.it'],['http://www.iuav.unive.it/'],Italy,IT,
European University Institute,['iue.it'],['http://www.iue.it/'],Italy,IT,
University Institute of Modern Languages,['iulm.it'],['http://www.iulm.it/'],Italy,IT,
Dutch University Institute for Art History (DUIA),['iuoart.org'],['http://www.iuoart.org/'],Italy,IT,
University Institute of Oriental Studies,['iuo.it'],['http://www.iuo.it/'],Italy,IT,
Istituto Universitario di Studi Superiori,['iusspavia.it'],['http://www.iusspavia.it/'],Italy,IT,
"Johns Hopkins University, SAIS Bologna Center",['jhubc.it'],['http://www.jhubc.it/'],Italy,IT,
John Cabot University,['johncabot.edu'],['http://www.johncabot.edu/'],Italy,IT,
"Free University Institute ""Carlo Cattaneo""",['liuc.it'],['http://www.liuc.it/'],Italy,IT,
"Free University ""Maria Santissima Assunta""",['lumsa.it'],['http://www.lumsa.it/'],Italy,IT,
"NABA - Nuova Accademia di Belle Arti, Milan",['naba.it'],['http://www.naba.it/'],Italy,IT,
"Yorker International University, Milano",['nyuniversity.net'],['http://www.nyuniversity.net/'],Italy,IT,
Pontificio Istituto Orientale,['pio.urbe.it'],['http://www.pio.urbe.it/'],Italy,IT,
Polytechnic Institute of Bari,['poliba.it'],['http://www.poliba.it/'],Italy,IT,
Polytechnic Institute of Milan,"['polimi.it', 'mail.polimi.it']",['http://www.polimi.it/'],Italy,IT,
Polytechnic Institute of Turin,['polito.it'],['http://www.polito.it/'],Italy,IT,
Pontificia Università Lateranense,['pul.it'],['http://www.pul.it/'],Italy,IT,
Pontificia Università della Santa Croce,['pusc.it'],['http://www.pusc.it/'],Italy,IT,
Fondazione Sacro Cuore,['sacrocuore.org'],['http://www.sacrocuore.org/'],Italy,IT,
International Higher School for Advanced Studies Trieste,['sissa.it'],['http://www.sissa.it/'],Italy,IT,
School of Education Pisa,['sns.it'],['http://www.sns.it/'],Italy,IT,
Higher School of University and Advanced Studies Pisa,['sssup.it'],['http://www.sssup.it/'],Italy,IT,
University of Ancona,['unian.it'],['http://www.unian.it/'],Italy,IT,
University of Bari,['uniba.it'],['http://www.uniba.it/'],Italy,IT,
Basilicata University Potenza,['unibas.it'],['http://www.unibas.it/'],Italy,IT,
University of Bergamo,['unibg.it'],['http://www.unibg.it/'],Italy,IT,
Bocconi University,"['unibocconi.it', 'studbocconi.it']",['http://www.unibocconi.eu/'],Italy,IT,
University of Bologna,['unibo.it'],['http://www.unibo.it/'],Italy,IT,
University of Brescia,['unibs.it'],['http://www.unibs.it/'],Italy,IT,
Free University of Bozen,['unibz.it'],['http://www.unibz.it/'],Italy,IT,
University of Cagliari,['unica.it'],['http://www.unica.it/'],Italy,IT,
University of Calabria,['unical.it'],['http://www.unical.it/'],Italy,IT,
University of Camerino,['unicam.it'],['http://www.unicam.it/'],Italy,IT,
Campus Bio-Medico University of Rome,['unicampus.it'],['http://www.unicampus.it/'],Italy,IT,
University of Cassino,['unicas.it'],['http://www.unicas.it/'],Italy,IT,
Catholic University of the Sacred Heart,['unicatt.it'],['http://www.unicatt.it/'],Italy,IT,
University of Chieti,['unich.it'],['http://www.unich.it/'],Italy,IT,
University of Catania,['unict.it'],['http://www.unict.it/'],Italy,IT,
Università eCampus,['uniecampus.it'],['http://www.uniecampus.it/'],Italy,IT,
European School of Economics,['uniese.it'],['http://www.uniese.it/'],Italy,IT,
University of Ferrara,['unife.it'],['http://www.unife.it/'],Italy,IT,
University of Foggia,['unifg.it'],['http://www.unifg.it/'],Italy,IT,
University of Florence,['unifi.it'],['http://www.unifi.it/'],Italy,IT,
University of Genoa,['unige.it'],['http://www.unige.it/'],Italy,IT,
Pontifica Università Gregoriana,['unigre.it'],['http://www.unigre.it/'],Italy,IT,
University of Lecce,['unile.it'],['http://www.unile.it/'],Italy,IT,
Link Campus University of Malta,['unilink.it'],['http://www.unilink.it/'],Italy,IT,
University of Macerata,['unimc.it'],['http://www.unimc.it/'],Italy,IT,
University of Messina,['unime.it'],['http://www.unime.it/'],Italy,IT,
University of Milan - Bicocca,['unimib.it'],['http://www.unimib.it/'],Italy,IT,
University of Milan,['unimi.it'],"['https://www.unimi.it/en/', 'https://www.unimi.it/it/']",Italy,IT,Lombardia
University of Molise,['unimol.it'],['http://www.unimol.it/'],Italy,IT,
Second University of Naples,['unina2.it'],['http://www.unina2.it/'],Italy,IT,
University of Naples Federico II,['unina.it'],['http://www.unina.it/'],Italy,IT,
University Institute of Naval Studies,['uninav.it'],['http://www.uninav.it/'],Italy,IT,
University of Insubria,['uninsubria.it'],['http://www.uninsubria.it/'],Italy,IT,
University of Palermo,['unipa.it'],['http://www.unipa.it/'],Italy,IT,
University of Padua,['unipd.it'],['http://www.unipd.it/'],Italy,IT,
University of Perugia,['unipg.it'],['http://www.unipg.it/'],Italy,IT,
University of Pisa,['unipi.it'],['http://www.unipi.it/'],Italy,IT,
University of Parma,['unipr.it'],['http://www.unipr.it/'],Italy,IT,
University of Pavia,['unipv.it'],['http://www.unipv.it/'],Italy,IT,
University of Reggio Calabria,['unirc.it'],['http://www.unirc.it/'],Italy,IT,
"University of Roma ""La Sapienza""",['uniroma1.it'],['http://www.uniroma1.it/'],Italy,IT,
"University of Roma ""Tor Vergata""",['uniroma2.eu'],['http://www.uniroma2.it/'],Italy,IT,
Third University of Rome,['uniroma3.it'],['http://www.uniroma3.it/'],Italy,IT,
University of Salerno,['unisa.it'],['http://www.unisa.it/'],Italy,IT,
Università Pontificia Salesiana,['unisal.it'],['http://www.unisal.it/'],Italy,IT,
University of Sannio,['unisannio.it'],['http://www.unisannio.it/'],Italy,IT,
University of Gastronomic Sciences,['unisg.it'],['http://www.unisg.it/'],Italy,IT,
University of Siena,['unisi.it'],['http://www.unisi.it/'],Italy,IT,
"University Institute of Teacher Training ""Suor Orsola Benincasa""",['unisob.na.it'],['http://www.unisob.na.it/'],Italy,IT,
University of Sassari,['uniss.it'],['http://www.uniss.it/'],Italy,IT,
University of Italian Studies for Foreigners of Perugia,['unistrapg.it'],['http://www.unistrapg.it/'],Italy,IT,
University of Italian Studies for Foreigners of Siena,['unistrasi.it'],['http://www.unistrasi.it/'],Italy,IT,
University of Teramo,['unite.it'],['http://www.unite.it/'],Italy,IT,
University of Trento,['unitn.it'],['http://www.unitn.it/'],Italy,IT,
University of Turin,['unito.it'],['http://www.unito.it/'],Italy,IT,
Viterbo State University,['unitus.it'],['http://www.unitus.it/'],Italy,IT,
University of Udine,['uniud.it'],['http://www.uniud.it/'],Italy,IT,
University of Urbino,['uniurb.it'],['http://www.uniurb.it/'],Italy,IT,
University of Aquila,['univaq.it'],['http://www.univaq.it/'],Italy,IT,
University of Venice,['unive.it'],['http://www.unive.it/'],Italy,IT,
University of Verona,['univr.it'],['http://www.univr.it/'],Italy,IT,
University of Trieste,['units.it'],['http://www.units.it/'],Italy,IT,
American University of Rome,['aur.edu'],['https://aur.edu/'],Italy,IT,
Team Lingue International House,['ihteamlingue.it'],['https://ihteamlingue.it/'],Italy,IT,
Medical Academy of Latvia,['aml.lv'],['http://www.aml.lv/'],Latvia,LV,
School of Business and Finance,['ba.lv'],['http://www.ba.lv/'],Latvia,LV,
Baltic International Academy,['bsa.edu.lv'],['http://www.bsa.edu.lv/'],Latvia,LV,
Liepaja Pedagogical Higher School,['cs.lpu.lv'],['http://www.cs.lpu.lv/'],Latvia,LV,
Daugavpils University,['dau.lv'],['http://www.dau.lv/'],Latvia,LV,
Latvian Maritime Academy,['lama.lv'],['http://www.lama.lv/'],Latvia,LV,
Latvian Academy of Culture,['lka.edu.lv'],['http://www.lka.edu.lv/'],Latvia,LV,
Latvia University of Life Sciences and Technologies,"['llu.lv', 'lbtu.lv']","['https://www.llu.lv/', 'https://www.lbtu.lv/']",Latvia,LV,
Latvian Academy of Arts,['lma.lv'],['http://www.lma.lv/'],Latvia,LV,
Latvian Academy of Music,['lmuza.lv'],['http://www.lmuza.lv/academy/'],Latvia,LV,
Latvian Academy of Sports Education,['lspa.lanet.lv'],['http://lspa.lanet.lv/'],Latvia,LV,
University of Latvia,['lu.lv'],['http://www.lu.lv/'],Latvia,LV,
National Defence Academy of Latvia,['mil.lv'],['http://www.mil.lv/'],Latvia,LV,
Police Academy of Latvia,['polak.edu.lv'],['http://www.polak.edu.lv/'],Latvia,LV,
Higher School of Psychology,['psy.lv'],['http://www.psy.lv/'],Latvia,LV,
Riga Aviation University,['rau.lv'],['http://www.rau.lv/'],Latvia,LV,
Riga Teacher Training and Educational Management Academy,['rpiva.lv'],['http://www.rpiva.lv/'],Latvia,LV,
Riga Technical University,['rtu.lv'],['http://www.rtu.lv/'],Latvia,LV,
Rezekne Higher School,['ru.lv'],['http://www.ru.lv/'],Latvia,LV,
Stockholm School of Economics in Riga,['sseriga.edu.lv'],['http://www.sseriga.edu.lv/'],Latvia,LV,
Transport and Telecommunication Institute,['tsi.lv'],['http://www.tsi.lv/'],Latvia,LV,
Ventspils University of Applied Sciences,['venta.lv'],['https://www.venta.lv/'],Latvia,LV,
Vidzeme University College,['va.lv'],['http://www.va.lv/'],Latvia,LV,
Kaunas Medical Academy,['info.kma.lt'],['http://info.kma.lt/'],Lithuania,LT,
International School of Management,['ism.lt'],['http://www.ism.lt/'],Lithuania,LT,
Kaunas University of Technology,"['ktu.lt', 'ktu.edu']",['https://en.ktu.edu/'],Lithuania,LT,
Klaipeda University,['ku.lt'],['http://www.ku.lt/'],Lithuania,LT,
Lithuania Christian College,['lcc.lt'],['http://www.lcc.lt/'],Lithuania,LT,
Military academy of Lithuania,['lka.lt'],['http://www.lka.lt/'],Lithuania,LT,
Lithunian Institute of Physical Education,['lkka.lt'],['http://www.lkka.lt/'],Lithuania,LT,
Lithunian Academy of Music and Theatre,['lmta.lt'],['http://www.lmta.lt/'],Lithuania,LT,
Lithunian Veterinary Academy,['lva.lt'],['http://www.lva.lt/'],Lithuania,LT,
Lithunian University of Agriculture,['lzua.lt'],['http://www.lzua.lt/'],Lithuania,LT,
Vilnius Academy of Arts,['mch.mii.lt'],['http://www.mch.mii.lt/more/vda/'],Lithuania,LT,
Mykolo Romerio university,['mruni.eu'],['http://www.mruni.eu/'],Lithuania,LT,
Siauliai University,['su.lt'],['http://www.su.lt/'],Lithuania,LT,
Vytautas Magnus University,['vdu.lt'],['http://www.vdu.lt/'],Lithuania,LT,
Vilnius Gediminas Technical University,"['vgtu.lt', 'stud.vilniustech.lt']",['http://www.vgtu.lt/'],Lithuania,LT,
Vilnius Pedagogical University,['vpu.lt'],['http://www.vpu.lt/'],Lithuania,LT,
Vilnius University,['vu.lt'],['http://www.vu.lt/'],Lithuania,LT,
International University Institute of Luxembourg,['iuil.lu'],['http://www.iuil.lu/'],Luxembourg,LU,
University of Luxemburg,['uni.lu'],['http://www.uni.lu/'],Luxembourg,LU,
European Institute of Education,['eieonline.com'],['http://www.eieonline.com/'],Malta,MT,
International Tourism Institute,['itismalta.com'],['http://www.itismalta.com/'],Malta,MT,
"Malta College of Arts, Science and Technology",['mcast.edu.mt'],['http://www.mcast.edu.mt/'],Malta,MT,
University of Malta,['um.edu.mt'],['http://www.um.edu.mt/'],Malta,MT,
University of Sint Eustatius School of Medicine,['eustatiusmed.edu'],['http://www.eustatiusmed.edu/'],Netherlands,NL,
International University School of Medicine (IUSOM),['internationaluniversity-schoolofmedicine.org'],['http://www.internationaluniversity-schoolofmedicine.org/'],Netherlands,NL,
"St.James's School of Medicine, Bonaire",['sjsm.org'],['http://www.sjsm.org/'],Netherlands,NL,
"University of the Netherlands Antilles, Curacao",['una.an'],['http://www.una.an/'],Netherlands,NL,
Dutch Delta University,['ddu.nl'],['http://www.ddu.nl/'],Netherlands,NL,
De Haagse Hogeschool,['dehaagsehogeschool.nl'],['http://www.dehaagsehogeschool.nl/'],Netherlands,NL,
Erasmus University Rotterdam,['eur.nl'],['http://www.eur.nl/'],Netherlands,NL,
Rotterdam School of Management,['rsm.nl'],['https://www.rsm.nl/'],Netherlands,NL,
European Open University,['europeanopenuniversity.com'],['http://www.europeanopenuniversity.com/'],Netherlands,NL,
Fontys University of Applied Sciences,['fontys.edu'],['http://www.fontys.edu/'],Netherlands,NL,
Foundation University,['foundationuniversity.com'],['http://www.foundationuniversity.com/'],Netherlands,NL,
Hanze University Groningen,['hanze.nl'],['http://www.hanze.nl/'],Netherlands,NL,
Hogeschool voor de Kunsten Utrecht (HKU),['hku.nl'],['http://www.hku.nl/'],Netherlands,NL,
Hotelschool The Hague,['hotelschool.nl'],['http://www.hotelschool.nl/'],Netherlands,NL,
Hogeschool Rotterdam,"['hro.nl', 'hr.nl']",['http://www.hro.nl/'],Netherlands,NL,
Hogeschool Leiden,['hsleiden.nl'],['http://www.hsleiden.nl/'],Netherlands,NL,
Hogeschool Utrecht,['hu.nl'],['http://www.hu.nl/'],Netherlands,NL,
Hogeschool van Amsterdam,['hva.nl'],['http://www.hva.nl/'],Netherlands,NL,
Hogeschool Inholland,['inholland.nl'],['http://www.inholland.nl/'],Netherlands,NL,
Islamic University of Rotterdam,['islamicuniversity.nl'],['http://www.islamicuniversity.nl/'],Netherlands,NL,
Institute of Social Studies,['iss.nl'],['http://www.iss.nl/'],Netherlands,NL,
International Institute for Geo - Information Science and Earth Observation,['itc.nl'],['http://www.itc.nl/'],Netherlands,NL,
Universiteit Leiden,['universiteitleiden.nl'],['https://www.universiteitleiden.nl/'],Netherlands,NL,
NHTV Breda University of Professional Education,['nhtv.nl'],['http://www.nhtv.nl/'],Netherlands,NL,
Nyenrode Business University,['nyenrode.nl'],['http://www.nyenrode.nl/'],Netherlands,NL,
Open University of the Netherlands,['ou.nl'],['http://www.ou.nl/'],Netherlands,NL,
Roosevelt Academy University College,['roac.nl'],['http://www.roac.nl/'],Netherlands,NL,
University of Groningen,['rug.nl'],['http://www.rug.nl/'],Netherlands,NL,
Radboud University,['ru.nl'],['http://www.ru.nl/'],Netherlands,NL,
Saxion Universities,['saxion.edu'],['http://saxion.edu/'],Netherlands,NL,
Stenden University,['stenden.com'],['http://www.stenden.com/'],Netherlands,NL,
Tilburg University,"['tilburguniversity.nl', 'tilburguniversity.edu']","['http://www.tilburguniversity.nl/', 'http://www.tilburguniversity.edu/']",Netherlands,NL,
Delft University of Technology,"['tudelft.nl', 'student.tudelft.nl']",['http://www.tudelft.nl/'],Netherlands,NL,
Eindhoven University of Technology,['tue.nl'],['http://www.tue.nl/'],Netherlands,NL,
UNESCO-IHE Institute for Water Education,['unesco-ihe.org'],['http://www.unesco-ihe.org/'],Netherlands,NL,
Maastricht University,"['unimaas.nl', 'student.maastrichtuniversity.nl']","['http://www.unimaas.nl/', 'https://www.maastrichtuniversity.nl/']",Netherlands,NL,
University of Twente,['utwente.nl'],['http://www.utwente.nl/'],Netherlands,NL,
Utrecht University,['uu.nl'],['http://www.uu.nl/'],Netherlands,NL,
University of Amsterdam,['uva.nl'],['http://www.uva.nl/'],Netherlands,NL,
University for Humanistics (UH),['uvh.nl'],['http://www.uvh.nl/'],Netherlands,NL,
Vrije Universiteit Amsterdam,['vu.nl'],['http://www.vu.nl/'],Netherlands,NL,
Wageningen University,['wageningenuniversity.nl'],['http://www.wageningenuniversity.nl/'],Netherlands,NL,
Christelijke Hogeschool Windesheim,['windesheim.nl'],['http://www.windesheim.nl/'],Netherlands,NL,
Wittenborg University,['wittenborg.eu'],['http://www.wittenborg.eu/'],Netherlands,NL,
Zuyd University,['zuyd.nl'],['http://www.zuyd.nl/'],Netherlands,NL,
"Fine Arts Academy ""Jan Matejko"" in Cracow",['asp.krakow.pl'],['http://www.asp.krakow.pl/'],Poland,PL,
Academy of Economics in Katowice,['ae.katowice.pl'],['http://www.ae.katowice.pl/'],Poland,PL,
Academy of Economics in Cracow,['ae.krakow.pl'],['http://www.ae.krakow.pl/'],Poland,PL,
Academy of Economics in Poznan,['ae.poznan.pl'],['http://www.ae.poznan.pl/'],Poland,PL,
Academy of Economics in Wroclaw,['ae.wroc.pl'],['http://www.ae.wroc.pl/'],Poland,PL,
AGH University of Science and Technology,['agh.edu.pl'],['http://www.agh.edu.pl/'],Poland,PL,
